taxi_id,timestamp_start,timestamp_end,lon_start,lat_start,lon_end,lat_end
1145,2008-02-02 15:54:11,2008-02-02 15:59:11,116.44387,39.90834,116.42931,39.90428
1145,2008-02-02 15:59:11,2008-02-02 16:04:11,116.42931,39.90428,116.42904,39.89905
1145,2008-02-02 16:04:11,2008-02-02 16:09:11,116.42904,39.89905,116.43036,39.90103
1145,2008-02-02 16:09:11,2008-02-02 16:14:11,116.43036,39.90103,116.42562,39.90712
1145,2008-02-02 16:14:11,2008-02-02 16:24:11,116.42562,39.90712,116.38848,39.90625
1145,2008-02-02 16:24:11,2008-02-02 16:29:11,116.38848,39.90625,116.36141,39.90585
1145,2008-02-02 16:29:11,2008-02-02 16:39:11,116.36141,39.90585,116.35318,39.91624
1145,2008-02-02 16:39:11,2008-02-02 16:44:11,116.35318,39.91624,116.3629,39.9128
1145,2008-02-02 16:44:11,2008-02-02 16:44:11,116.3629,39.9128,116.3629,39.9128
1145,2008-02-02 16:44:11,2008-02-02 16:44:11,116.3629,39.9128,116.3629,39.9128
1145,2008-02-02 16:44:11,2008-02-02 16:44:11,116.3629,39.9128,116.3629,39.9128
1145,2008-02-02 16:44:11,2008-02-02 16:54:11,116.3629,39.9128,116.38346,39.92072
1145,2008-02-02 16:54:11,2008-02-02 16:59:11,116.38346,39.92072,116.38398,39.92076
1145,2008-02-02 16:59:11,2008-02-02 17:09:11,116.38398,39.92076,116.36864,39.91301
1145,2008-02-02 17:09:11,2008-02-02 17:14:11,116.36864,39.91301,116.36626,39.91242
1145,2008-02-02 17:14:11,2008-02-02 17:19:11,116.36626,39.91242,116.36636,39.91238
1145,2008-02-02 17:19:11,2008-02-02 17:24:11,116.36636,39.91238,116.36761,39.90619
1145,2008-02-02 17:24:11,2008-02-02 17:29:10,116.36761,39.90619,116.36801,39.89962
1145,2008-02-02 17:29:10,2008-02-02 17:34:10,116.36801,39.89962,116.36806,39.88881
1145,2008-02-02 17:34:10,2008-02-02 17:39:10,116.36806,39.88881,116.36813,39.8753
1145,2008-02-02 17:39:10,2008-02-02 17:44:10,116.36813,39.8753,116.36458,39.85472
1145,2008-02-02 17:44:10,2008-02-02 17:49:10,116.36458,39.85472,116.36685,39.85539
1145,2008-02-02 17:49:10,2008-02-02 17:54:10,116.36685,39.85539,116.37053,39.85549
1145,2008-02-02 17:54:10,2008-02-02 17:59:10,116.37053,39.85549,116.36191,39.85469
1145,2008-02-02 17:59:10,2008-02-02 18:04:10,116.36191,39.85469,116.35888,39.83631
1145,2008-02-02 18:04:10,2008-02-02 18:09:10,116.35888,39.83631,116.36306,39.82839
1145,2008-02-02 18:09:10,2008-02-02 18:19:10,116.36306,39.82839,116.36408,39.81517
1145,2008-02-02 18:19:10,2008-02-02 18:24:10,116.36408,39.81517,116.38094,39.82891
1145,2008-02-02 18:24:10,2008-02-02 18:29:10,116.38094,39.82891,116.38044,39.84103
1145,2008-02-02 18:29:10,2008-02-02 18:34:10,116.38044,39.84103,116.38074,39.85309
1145,2008-02-02 18:34:10,2008-02-02 18:39:10,116.38074,39.85309,116.37817,39.85589
1145,2008-02-02 18:39:10,2008-02-02 18:44:10,116.37817,39.85589,116.38152,39.87329
1145,2008-02-02 18:44:10,2008-02-02 18:49:10,116.38152,39.87329,116.387,39.8806
1145,2008-02-02 18:49:10,2008-02-02 18:59:10,116.387,39.8806,116.38222,39.87077
1145,2008-02-02 18:59:10,2008-02-02 19:05:10,116.38222,39.87077,116.38097,39.88117
1145,2008-02-02 19:05:10,2008-02-02 19:09:10,116.38097,39.88117,116.3815,39.87175
1145,2008-02-02 19:09:10,2008-02-02 19:09:10,116.3815,39.87175,116.3815,39.87175
1145,2008-02-02 19:09:10,2008-02-02 19:14:10,116.3815,39.87175,116.38046,39.85663
1145,2008-02-02 19:14:10,2008-02-02 19:19:10,116.38046,39.85663,116.38063,39.85124
1145,2008-02-02 19:19:10,2008-02-02 19:24:10,116.38063,39.85124,116.37283,39.84908
1145,2008-02-02 19:24:10,2008-02-02 19:29:10,116.37283,39.84908,116.36035,39.84938
1145,2008-02-02 19:29:10,2008-02-02 19:34:10,116.36035,39.84938,116.34728,39.84462
1145,2008-02-02 19:34:10,2008-02-02 19:39:10,116.34728,39.84462,116.31753,39.84986
1145,2008-02-02 19:39:10,2008-02-02 19:44:10,116.31753,39.84986,116.27892,39.86436
1145,2008-02-02 19:44:10,2008-02-02 19:49:10,116.27892,39.86436,116.23229,39.85944
1145,2008-02-02 19:49:10,2008-02-02 19:54:10,116.23229,39.85944,116.22604,39.88255
1145,2008-02-02 19:54:10,2008-02-02 19:59:10,116.22604,39.88255,116.22281,39.8836
1145,2008-02-02 19:59:10,2008-02-02 20:04:10,116.22281,39.8836,116.22539,39.8842
1145,2008-02-02 20:04:10,2008-02-02 20:09:10,116.22539,39.8842,116.25414,39.89573
1145,2008-02-02 20:09:10,2008-02-02 20:14:10,116.25414,39.89573,116.31,39.89539
1145,2008-02-02 20:14:10,2008-02-02 20:19:10,116.31,39.89539,116.33543,39.8961
1145,2008-02-02 20:19:10,2008-02-02 20:24:10,116.33543,39.8961,116.34136,39.88858
1145,2008-02-02 20:24:10,2008-02-02 20:29:10,116.34136,39.88858,116.3475,39.88105
1145,2008-02-02 20:29:10,2008-02-02 20:34:10,116.3475,39.88105,116.36196,39.87697
1145,2008-02-02 20:34:10,2008-02-02 20:39:10,116.36196,39.87697,116.38332,39.87503
1145,2008-02-02 20:39:10,2008-02-02 20:44:10,116.38332,39.87503,116.38164,39.87158
1145,2008-02-02 20:44:10,2008-02-02 20:49:10,116.38164,39.87158,116.39116,39.86267
1145,2008-02-02 20:49:10,2008-02-02 20:54:10,116.39116,39.86267,116.38069,39.8589
1145,2008-02-02 20:54:10,2008-02-02 20:59:10,116.38069,39.8589,116.35821,39.85409
1145,2008-02-02 20:59:10,2008-02-02 21:04:10,116.35821,39.85409,116.35824,39.8532
1145,2008-02-02 21:04:10,2008-02-02 21:09:10,116.35824,39.8532,116.41416,39.85556
1145,2008-02-02 21:09:10,2008-02-02 21:14:10,116.41416,39.85556,116.41561,39.84807
1145,2008-02-02 21:14:10,2008-02-02 21:19:10,116.41561,39.84807,116.40833,39.8548
1145,2008-02-02 21:19:10,2008-02-02 21:24:09,116.40833,39.8548,116.38231,39.85578
1145,2008-02-02 21:24:09,2008-02-02 21:29:09,116.38231,39.85578,116.34108,39.85359
1145,2008-02-02 21:29:09,2008-02-02 21:34:09,116.34108,39.85359,116.33669,39.86648
1145,2008-02-02 21:34:09,2008-02-02 21:34:09,116.33669,39.86648,116.33669,39.86648
1145,2008-02-02 21:34:09,2008-02-02 21:39:09,116.33669,39.86648,116.33944,39.83888
1145,2008-02-02 21:39:09,2008-02-02 21:44:09,116.33944,39.83888,116.33877,39.81162
1145,2008-02-02 21:44:09,2008-02-02 21:49:09,116.33877,39.81162,116.32876,39.80485
1145,2008-02-02 21:49:09,2008-02-02 21:54:09,116.32876,39.80485,116.32375,39.79775
1145,2008-02-02 21:54:09,2008-02-02 21:59:09,116.32375,39.79775,116.331,39.78352
1145,2008-02-02 21:59:09,2008-02-02 22:04:09,116.331,39.78352,116.34724,39.79056
1145,2008-02-02 22:04:09,2008-02-02 22:09:09,116.34724,39.79056,116.36848,39.79456
1145,2008-02-02 22:09:09,2008-02-02 22:14:09,116.36848,39.79456,116.39653,39.80331
1145,2008-02-02 22:14:09,2008-02-02 22:19:09,116.39653,39.80331,116.41503,39.80761
1145,2008-02-02 22:19:09,2008-02-02 22:24:09,116.41503,39.80761,116.39482,39.80157
1145,2008-02-02 22:24:09,2008-02-02 22:29:09,116.39482,39.80157,116.3702,39.79499
1145,2008-02-02 22:29:09,2008-02-02 22:34:09,116.3702,39.79499,116.34227,39.78887
1145,2008-02-02 22:34:09,2008-02-02 22:39:09,116.34227,39.78887,116.32464,39.77147
1145,2008-02-02 22:39:09,2008-02-02 22:44:09,116.32464,39.77147,116.33241,39.75681
1145,2008-02-02 22:44:09,2008-02-02 22:49:09,116.33241,39.75681,116.3364,39.73787
1145,2008-02-02 22:49:09,2008-02-02 22:54:09,116.3364,39.73787,116.32637,39.74676
1145,2008-02-02 22:54:09,2008-02-02 22:59:09,116.32637,39.74676,116.32471,39.77352
1145,2008-02-02 22:59:09,2008-02-02 23:04:09,116.32471,39.77352,116.33292,39.80351
1145,2008-02-02 23:04:09,2008-02-02 23:09:09,116.33292,39.80351,116.32983,39.8112
1145,2008-02-02 23:09:09,2008-02-02 23:14:09,116.32983,39.8112,116.32939,39.82911
1145,2008-02-02 23:14:09,2008-02-02 23:19:09,116.32939,39.82911,116.40205,39.83075
1145,2008-02-02 23:19:09,2008-02-02 23:24:09,116.40205,39.83075,116.44773,39.81954
1145,2008-02-02 23:24:09,2008-02-02 23:29:09,116.44773,39.81954,116.44055,39.80436
1145,2008-02-02 23:29:09,2008-02-02 23:34:09,116.44055,39.80436,116.41111,39.80386
1145,2008-02-02 23:34:09,2008-02-02 23:39:09,116.41111,39.80386,116.3786,39.80203
1145,2008-02-02 23:39:09,2008-02-02 23:44:09,116.3786,39.80203,116.35836,39.79275
1145,2008-02-02 23:44:09,2008-02-02 23:49:09,116.35836,39.79275,116.33937,39.80716
1145,2008-02-02 23:49:09,2008-02-02 23:54:09,116.33937,39.80716,116.34176,39.84963
1145,2008-02-02 23:54:09,2008-02-02 23:59:09,116.34176,39.84963,116.30609,39.86983
1145,2008-02-02 23:59:09,2008-02-02 23:59:09,116.30609,39.86983,116.30609,39.86983
1145,2008-02-02 23:59:09,2008-02-03 00:14:09,116.30609,39.86983,116.30993,39.85731
1145,2008-02-03 00:14:09,2008-02-03 00:19:09,116.30993,39.85731,116.33877,39.84667
1145,2008-02-03 00:19:09,2008-02-03 00:24:09,116.33877,39.84667,116.33447,39.82206
1145,2008-02-03 00:24:09,2008-02-03 00:34:09,116.33447,39.82206,116.32263,39.78761
1145,2008-02-03 00:34:09,2008-02-03 00:39:09,116.32263,39.78761,116.32022,39.76885
1145,2008-02-03 00:39:09,2008-02-03 00:44:09,116.32022,39.76885,116.3202,39.76886
1145,2008-02-03 00:44:09,2008-02-03 00:49:09,116.3202,39.76886,116.3202,39.76887
1145,2008-02-03 00:49:09,2008-02-03 00:54:09,116.3202,39.76887,116.32019,39.76885
1145,2008-02-03 00:54:09,2008-02-03 00:59:09,116.32019,39.76885,116.32019,39.76884
1145,2008-02-03 00:59:09,2008-02-03 01:04:08,116.32019,39.76884,116.3202,39.76884
1145,2008-02-03 01:04:08,2008-02-03 01:09:08,116.3202,39.76884,116.32021,39.76884
1145,2008-02-03 01:09:08,2008-02-03 01:14:08,116.32021,39.76884,116.32021,39.76883
1145,2008-02-03 01:14:08,2008-02-03 01:19:08,116.32021,39.76883,116.32021,39.76882
1145,2008-02-03 01:19:08,2008-02-03 01:24:08,116.32021,39.76882,116.32024,39.76884
1145,2008-02-03 01:24:08,2008-02-03 01:29:08,116.32024,39.76884,116.32033,39.76881
1145,2008-02-03 01:29:08,2008-02-03 01:34:08,116.32033,39.76881,116.32031,39.7688
1145,2008-02-03 01:34:08,2008-02-03 01:44:08,116.32031,39.7688,116.32028,39.76878
1145,2008-02-03 01:44:08,2008-02-03 01:49:08,116.32028,39.76878,116.32026,39.76878
1145,2008-02-03 01:49:08,2008-02-03 01:54:08,116.32026,39.76878,116.32025,39.76878
1145,2008-02-03 01:54:08,2008-02-03 01:59:08,116.32025,39.76878,116.32024,39.76878
1145,2008-02-03 01:59:08,2008-02-03 02:04:08,116.32024,39.76878,116.32007,39.76869
1145,2008-02-03 02:04:08,2008-02-03 02:19:08,116.32007,39.76869,116.32015,39.7689
1145,2008-02-03 02:19:08,2008-02-03 02:24:08,116.32015,39.7689,116.32013,39.76892
1145,2008-02-03 02:24:08,2008-02-03 02:29:08,116.32013,39.76892,116.32013,39.76894
1145,2008-02-03 02:29:08,2008-02-03 02:34:08,116.32013,39.76894,116.32013,39.76894
1145,2008-02-03 02:34:08,2008-02-03 02:39:08,116.32013,39.76894,116.32013,39.76894
1145,2008-02-03 02:39:08,2008-02-03 02:44:08,116.32013,39.76894,116.32013,39.76894
1145,2008-02-03 02:44:08,2008-02-03 02:49:08,116.32013,39.76894,116.32013,39.76895
1145,2008-02-03 02:49:08,2008-02-03 02:54:08,116.32013,39.76895,116.32013,39.76895
1145,2008-02-03 02:54:08,2008-02-03 02:59:08,116.32013,39.76895,116.32013,39.76895
1145,2008-02-03 02:59:08,2008-02-03 03:04:08,116.32013,39.76895,116.32014,39.76894
1145,2008-02-03 03:04:08,2008-02-03 03:09:08,116.32014,39.76894,116.32014,39.76894
1145,2008-02-03 03:09:08,2008-02-03 03:14:08,116.32014,39.76894,116.32014,39.76894
1145,2008-02-03 03:14:08,2008-02-03 03:19:08,116.32014,39.76894,116.32014,39.76894
1145,2008-02-03 03:19:08,2008-02-03 03:24:08,116.32014,39.76894,116.32014,39.76894
1145,2008-02-03 03:24:08,2008-02-03 03:29:08,116.32014,39.76894,116.32015,39.76894
1145,2008-02-03 03:29:08,2008-02-03 03:49:08,116.32015,39.76894,116.32015,39.76893
1145,2008-02-03 03:49:08,2008-02-03 03:54:08,116.32015,39.76893,116.32015,39.76893
1145,2008-02-03 03:54:08,2008-02-03 03:59:08,116.32015,39.76893,116.32015,39.76892
1145,2008-02-03 03:59:08,2008-02-03 04:04:08,116.32015,39.76892,116.32015,39.76892
1145,2008-02-03 04:04:08,2008-02-03 04:09:08,116.32015,39.76892,116.32015,39.76891
1145,2008-02-03 04:09:08,2008-02-03 04:14:08,116.32015,39.76891,116.32016,39.76891
1145,2008-02-03 04:14:08,2008-02-03 04:24:08,116.32016,39.76891,116.32034,39.76879
1145,2008-02-03 04:24:08,2008-02-03 04:29:08,116.32034,39.76879,116.3204,39.76868
1145,2008-02-03 04:29:08,2008-02-03 04:34:08,116.3204,39.76868,116.32035,39.76872
1145,2008-02-03 04:34:08,2008-02-03 04:39:08,116.32035,39.76872,116.32033,39.76874
1145,2008-02-03 04:39:08,2008-02-03 04:44:08,116.32033,39.76874,116.32035,39.76894
1145,2008-02-03 04:44:08,2008-02-03 04:49:07,116.32035,39.76894,116.32031,39.7689
1145,2008-02-03 04:49:07,2008-02-03 04:49:07,116.32031,39.7689,116.32031,39.7689
1145,2008-02-03 04:49:07,2008-02-03 04:54:07,116.32031,39.7689,116.32043,39.76951
1145,2008-02-03 04:54:07,2008-02-03 04:59:07,116.32043,39.76951,116.32034,39.76903
1145,2008-02-03 04:59:07,2008-02-03 05:04:07,116.32034,39.76903,116.32012,39.76877
1145,2008-02-03 05:04:07,2008-02-03 05:09:07,116.32012,39.76877,116.32018,39.76882
1145,2008-02-03 05:09:07,2008-02-03 05:14:07,116.32018,39.76882,116.32019,39.76882
1145,2008-02-03 05:14:07,2008-02-03 05:19:07,116.32019,39.76882,116.32023,39.76881
1145,2008-02-03 05:19:07,2008-02-03 05:24:07,116.32023,39.76881,116.32014,39.76881
1145,2008-02-03 05:24:07,2008-02-03 05:34:07,116.32014,39.76881,116.32027,39.76885
1145,2008-02-03 05:34:07,2008-02-03 05:39:07,116.32027,39.76885,116.32021,39.76902
1145,2008-02-03 05:39:07,2008-02-03 05:44:07,116.32021,39.76902,116.32047,39.76885
1145,2008-02-03 05:44:07,2008-02-03 05:54:07,116.32047,39.76885,116.32038,39.76881
1145,2008-02-03 05:54:07,2008-02-03 05:59:07,116.32038,39.76881,116.32035,39.76882
1145,2008-02-03 05:59:07,2008-02-03 06:03:42,116.32035,39.76882,116.45101,39.88103
1145,2008-02-03 06:03:42,2008-02-03 06:04:08,116.45101,39.88103,116.32024,39.76899
1145,2008-02-03 06:04:08,2008-02-03 06:09:07,116.32024,39.76899,116.32023,39.76894
1145,2008-02-03 06:09:07,2008-02-03 06:14:07,116.32023,39.76894,116.32021,39.76895
1145,2008-02-03 06:14:07,2008-02-03 06:19:07,116.32021,39.76895,116.32021,39.76892
1145,2008-02-03 06:19:07,2008-02-03 06:29:07,116.32021,39.76892,116.32028,39.7689
1145,2008-02-03 06:29:07,2008-02-03 06:34:07,116.32028,39.7689,116.32023,39.76892
1145,2008-02-03 06:34:07,2008-02-03 06:39:07,116.32023,39.76892,116.32024,39.7689
1145,2008-02-03 06:39:07,2008-02-03 06:49:07,116.32024,39.7689,116.32018,39.7689
1145,2008-02-03 06:49:07,2008-02-03 06:59:07,116.32018,39.7689,116.32019,39.76888
1145,2008-02-03 06:59:07,2008-02-03 07:04:07,116.32019,39.76888,116.3202,39.76887
1145,2008-02-03 07:04:07,2008-02-03 07:09:07,116.3202,39.76887,116.3202,39.76886
1145,2008-02-03 07:09:07,2008-02-03 07:14:07,116.3202,39.76886,116.3202,39.76886
1145,2008-02-03 07:14:07,2008-02-03 07:14:07,116.3202,39.76886,116.3202,39.76886
1145,2008-02-03 07:14:07,2008-02-03 07:29:07,116.3202,39.76886,116.3202,39.76884
1145,2008-02-03 07:29:07,2008-02-03 07:34:07,116.3202,39.76884,116.3202,39.76884
1145,2008-02-03 07:34:07,2008-02-03 07:49:07,116.3202,39.76884,116.32019,39.76886
1145,2008-02-03 07:49:07,2008-02-03 07:54:07,116.32019,39.76886,116.32019,39.76887
1145,2008-02-03 07:54:07,2008-02-03 07:59:07,116.32019,39.76887,116.32018,39.76889
1145,2008-02-03 07:59:07,2008-02-03 08:04:07,116.32018,39.76889,116.32003,39.76917
1145,2008-02-03 08:04:07,2008-02-03 08:09:07,116.32003,39.76917,116.32004,39.76913
1145,2008-02-03 08:09:07,2008-02-03 08:14:07,116.32004,39.76913,116.32002,39.76914
1145,2008-02-03 08:14:07,2008-02-03 08:19:07,116.32002,39.76914,116.32,39.76917
1145,2008-02-03 08:19:07,2008-02-03 08:29:07,116.32,39.76917,116.31996,39.76909
1145,2008-02-03 08:29:07,2008-02-03 08:44:06,116.31996,39.76909,116.32023,39.76877
1145,2008-02-03 08:44:06,2008-02-03 08:49:06,116.32023,39.76877,116.3202,39.76879
1145,2008-02-03 08:49:06,2008-02-03 08:54:06,116.3202,39.76879,116.32359,39.78082
1145,2008-02-03 08:54:06,2008-02-03 08:59:06,116.32359,39.78082,116.32911,39.80803
1145,2008-02-03 08:59:06,2008-02-03 09:04:06,116.32911,39.80803,116.33007,39.82172
1145,2008-02-03 09:04:06,2008-02-03 09:19:06,116.33007,39.82172,116.30509,39.87942
1145,2008-02-03 09:19:06,2008-02-03 09:24:06,116.30509,39.87942,116.30441,39.89399
1145,2008-02-03 09:24:06,2008-02-03 09:29:06,116.30441,39.89399,116.30534,39.89496
1145,2008-02-03 09:29:06,2008-02-03 09:34:06,116.30534,39.89496,116.31047,39.90604
1145,2008-02-03 09:34:06,2008-02-03 09:44:06,116.31047,39.90604,116.34179,39.88796
1145,2008-02-03 09:44:06,2008-02-03 09:49:06,116.34179,39.88796,116.34725,39.88488
1145,2008-02-03 09:49:06,2008-02-03 09:54:06,116.34725,39.88488,116.34268,39.87067
1145,2008-02-03 09:54:06,2008-02-03 09:59:06,116.34268,39.87067,116.36214,39.85441
1145,2008-02-03 09:59:06,2008-02-03 10:04:06,116.36214,39.85441,116.39022,39.85156
1145,2008-02-03 10:04:06,2008-02-03 10:09:06,116.39022,39.85156,116.38863,39.85204
1145,2008-02-03 10:09:06,2008-02-03 10:14:06,116.38863,39.85204,116.39345,39.86783
1145,2008-02-03 10:14:06,2008-02-03 10:24:06,116.39345,39.86783,116.3683,39.88401
1145,2008-02-03 10:24:06,2008-02-03 10:29:06,116.3683,39.88401,116.36817,39.88678
1145,2008-02-03 10:29:06,2008-02-03 10:34:06,116.36817,39.88678,116.36874,39.89421
1145,2008-02-03 10:34:06,2008-02-03 10:39:06,116.36874,39.89421,116.37132,39.89385
1145,2008-02-03 10:39:06,2008-02-03 10:44:06,116.37132,39.89385,116.36798,39.88817
1145,2008-02-03 10:44:06,2008-02-03 10:54:06,116.36798,39.88817,116.35927,39.86777
1145,2008-02-03 10:54:06,2008-02-03 11:04:06,116.35927,39.86777,116.41518,39.87116
1145,2008-02-03 11:04:06,2008-02-03 11:09:06,116.41518,39.87116,116.41272,39.89329
1145,2008-02-03 11:09:06,2008-02-03 11:14:06,116.41272,39.89329,116.42157,39.89223
1145,2008-02-03 11:14:06,2008-02-03 11:19:06,116.42157,39.89223,116.42214,39.88587
1145,2008-02-03 11:19:06,2008-02-03 11:29:06,116.42214,39.88587,116.4174,39.88393
1145,2008-02-03 11:29:06,2008-02-03 11:34:06,116.4174,39.88393,116.41737,39.8839
1145,2008-02-03 11:34:06,2008-02-03 11:39:06,116.41737,39.8839,116.41736,39.88389
1145,2008-02-03 11:39:06,2008-02-03 11:44:01,116.41736,39.88389,116.35402,39.94657
1145,2008-02-03 11:44:01,2008-02-03 11:44:01,116.35402,39.94657,116.35402,39.94657
1145,2008-02-03 11:44:01,2008-02-03 11:44:01,116.35402,39.94657,116.35402,39.94657
1145,2008-02-03 11:44:01,2008-02-03 11:49:05,116.35402,39.94657,116.41735,39.88388
1145,2008-02-03 11:49:05,2008-02-03 11:49:05,116.41735,39.88388,116.41735,39.88388
1145,2008-02-03 11:49:05,2008-02-03 11:54:06,116.41735,39.88388,116.41729,39.88396
1145,2008-02-03 11:54:06,2008-02-03 12:04:06,116.41729,39.88396,116.4173,39.88394
1145,2008-02-03 12:04:06,2008-02-03 12:04:06,116.4173,39.88394,116.4173,39.88394
1145,2008-02-03 12:04:06,2008-02-03 12:09:06,116.4173,39.88394,116.41495,39.87336
1145,2008-02-03 12:09:06,2008-02-03 12:14:06,116.41495,39.87336,116.40261,39.86152
1145,2008-02-03 12:14:06,2008-02-03 12:19:06,116.40261,39.86152,116.39978,39.86377
1145,2008-02-03 12:19:06,2008-02-03 12:24:05,116.39978,39.86377,116.38675,39.85582
1145,2008-02-03 12:24:05,2008-02-03 12:39:05,116.38675,39.85582,116.30444,39.88356
1145,2008-02-03 12:39:05,2008-02-03 12:44:05,116.30444,39.88356,116.30999,39.89543
1145,2008-02-03 12:44:05,2008-02-03 12:49:05,116.30999,39.89543,116.33426,39.89604
1145,2008-02-03 12:49:05,2008-02-03 12:54:05,116.33426,39.89604,116.35837,39.89806
1145,2008-02-03 12:54:05,2008-02-03 12:59:05,116.35837,39.89806,116.36419,39.88802
1145,2008-02-03 12:59:05,2008-02-03 12:59:05,116.36419,39.88802,116.36419,39.88802
1145,2008-02-03 12:59:05,2008-02-03 13:04:05,116.36419,39.88802,116.36463,39.87999
1145,2008-02-03 13:04:05,2008-02-03 13:09:05,116.36463,39.87999,116.35807,39.86854
1145,2008-02-03 13:09:05,2008-02-03 13:14:05,116.35807,39.86854,116.35827,39.86281
1145,2008-02-03 13:14:05,2008-02-03 13:19:05,116.35827,39.86281,116.35333,39.84729
1145,2008-02-03 13:19:05,2008-02-03 13:24:05,116.35333,39.84729,116.33924,39.83351
1145,2008-02-03 13:24:05,2008-02-03 13:29:05,116.33924,39.83351,116.3262,39.82237
1145,2008-02-03 13:29:05,2008-02-03 13:34:05,116.3262,39.82237,116.32977,39.80932
1145,2008-02-03 13:34:05,2008-02-03 13:54:05,116.32977,39.80932,116.32035,39.76921
1145,2008-02-03 13:54:05,2008-02-03 13:59:05,116.32035,39.76921,116.3204,39.76952
1145,2008-02-03 13:59:05,2008-02-03 14:04:05,116.3204,39.76952,116.32036,39.76948
1145,2008-02-03 14:04:05,2008-02-03 14:14:05,116.32036,39.76948,116.32047,39.7693
1145,2008-02-03 14:14:05,2008-02-03 14:19:05,116.32047,39.7693,116.32058,39.76977
1145,2008-02-03 14:19:05,2008-02-03 14:19:05,116.32058,39.76977,116.32058,39.76977
1145,2008-02-03 14:19:05,2008-02-03 14:24:05,116.32058,39.76977,116.32035,39.76918
1145,2008-02-03 14:24:05,2008-02-03 14:29:05,116.32035,39.76918,116.32034,39.76915
1145,2008-02-03 14:29:05,2008-02-03 14:29:05,116.32034,39.76915,116.32034,39.76915
1145,2008-02-03 14:29:05,2008-02-03 14:34:05,116.32034,39.76915,116.32034,39.76914
1145,2008-02-03 14:34:05,2008-02-03 14:39:05,116.32034,39.76914,116.32034,39.76912
1145,2008-02-03 14:39:05,2008-02-03 14:44:05,116.32034,39.76912,116.32035,39.76911
1145,2008-02-03 14:44:05,2008-02-03 14:49:05,116.32035,39.76911,116.3204,39.76896
1145,2008-02-03 14:49:05,2008-02-03 14:54:05,116.3204,39.76896,116.32055,39.7692
1145,2008-02-03 14:54:05,2008-02-03 14:59:05,116.32055,39.7692,116.32031,39.76885
1145,2008-02-03 14:59:05,2008-02-03 15:04:05,116.32031,39.76885,116.32041,39.76892
1145,2008-02-03 15:04:05,2008-02-03 15:09:05,116.32041,39.76892,116.32049,39.76896
1145,2008-02-03 15:09:05,2008-02-03 15:14:05,116.32049,39.76896,116.32061,39.76907
1145,2008-02-03 15:14:05,2008-02-03 15:24:05,116.32061,39.76907,116.32003,39.76941
1145,2008-02-03 15:24:05,2008-02-03 15:29:05,116.32003,39.76941,116.32003,39.7699
1145,2008-02-03 15:29:05,2008-02-03 15:34:05,116.32003,39.7699,116.32015,39.76932
1145,2008-02-03 15:34:05,2008-02-03 15:39:05,116.32015,39.76932,116.32042,39.76888
